Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
37261,HWH-BDC LOCA,1,HWH,HOWRAH JN.,16:55:00,16:55:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37262,BDC-HWH LOCA,17,HWH,HOWRAH JN.,17:42:00,17:42:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37263,HWH-BDC LOCA,1,HWH,HOWRAH JN.,17:47:00,17:47:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37264,BDC-HWH LOCA,17,HWH,HOWRAH JN.,17:50:00,17:50:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37265,HWH-BDC LOCA,1,HWH,HOWRAH JN.,18:15:00,18:15:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37266,BDC-HWH LOCA,17,HWH,HOWRAH JN.,18:12:00,18:12:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37267,HWH-BDC LOCA,1,HWH,HOWRAH JN.,18:20:00,18:20:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37268,BDC-HWH LOCA,17,HWH,HOWRAH JN.,18:30:00,18:30:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37269,HWH-BDC LOCA,1,HWH,HOWRAH JN.,18:45:00,18:45:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37270,BDC-HWH LOCA,17,HWH,HOWRAH JN.,19:10:00,19:10:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37271,HWH - BDC LO,1,HWH,HOWRAH JN.,19:30:00,19:30:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37272,BDC-HWH LOCA,17,HWH,HOWRAH JN.,19:22:00,19:22:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37273,HWH - BDC LO,1,HWH,HOWRAH JN.,19:40:00,19:40:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37274,BDC-HWH LOCA,17,HWH,HOWRAH JN.,19:55:00,19:55:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37275,HWH - BDC LO,1,HWH,HOWRAH JN.,20:10:00,20:10:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37276,BDC-HWH LOCA,17,HWH,HOWRAH JN.,20:36:00,20:36:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37277,HWH-BDC LOCA,1,HWH,HOWRAH JN.,21:05:00,21:05:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37278,BDC-HWH LOCA,17,HWH,HOWRAH JN.,20:48:00,20:48:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37279,HWH - BDC LO,1,HWH,HOWRAH JN.,21:10:00,21:10:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37280,BDC-HWH LOCA,17,HWH,HOWRAH JN.,21:35:00,21:35:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37281,HWH - BDC LO,1,HWH,HOWRAH JN.,21:30:00,21:30:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37282,BDC-HWH LOCA,17,HWH,HOWRAH JN.,22:00:00,22:00:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37283,HWH - BDC LO,1,HWH,HOWRAH JN.,21:50:00,21:50:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37284,BDC-HWH LOCA,17,HWH,HOWRAH JN.,22:50:00,22:50:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37285,HWH-BDC LOCA,1,HWH,HOWRAH JN.,22:20:00,22:20:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37286,BDC-HWH LOCA,17,HWH,HOWRAH JN.,23:20:00,23:20:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37287,HWH-BDC LOCA,1,HWH,HOWRAH JN.,22:30:00,22:30:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37288,BDC-HWH LOCA,17,HWH,HOWRAH JN.,23:33:00,23:33:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37289,HWH-BDC LOCA,1,HWH,HOWRAH JN.,23:15:00,23:15:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37290,BDC LOCAL,17,HWH,HOWRAH JN.,23:45:00,23:45:00,39,BDC,BANDEL JN.,HWH,HOWRAH JN.
37291,HWH-BDC LOCA,1,HWH,HOWRAH JN.,23:45:00,23:45:00,0,HWH,HOWRAH JN.,BDC,BANDEL JN.
37303,HWH-SIU LOCA,1,HWH,HOWRAH JN.,05:32:00,05:32:00,0,HWH,HOWRAH JN.,SIU,SINGUR
37304,SIU - HWH LO,13,HWH,HOWRAH JN.,09:09:00,09:09:00,33,SIU,SINGUR,HWH,HOWRAH JN.
37305,ANDOLAN LOCA,1,HWH,HOWRAH JN.,19:15:00,19:15:00,0,HWH,HOWRAH JN.,SIU,SINGUR
37306,SIU-HWH LOCA,13,HWH,HOWRAH JN.,22:10:00,22:10:00,33,SIU,SINGUR,HWH,HOWRAH JN.
37307,HWH - HPL LO,1,HWH,HOWRAH JN.,06:52:00,06:52:00,0,HWH,HOWRAH JN.,HPL,HARI PAL
37308,HPL-HWH LOCA,17,HWH,HOWRAH JN.,09:48:00,09:48:00,44,HPL,HARI PAL,HWH,HOWRAH JN.
37311,HWH-TAK LOCA,1,HWH,HOWRAH JN.,05:55:00,05:55:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37312,TAK-HWH LOCA,21,HWH,HOWRAH JN.,05:20:00,05:20:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37313,HWH-TAK LOCA,1,HWH,HOWRAH JN.,06:32:00,06:32:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37314,TAK-HWH LOCA,21,HWH,HOWRAH JN.,06:20:00,06:20:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37315,HWH - TAK LO,1,HWH,HOWRAH JN.,08:25:00,08:25:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37316,TAK-HWH LOCA,21,HWH,HOWRAH JN.,07:05:00,07:05:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37317,HWH-TAK LOCA,1,HWH,HOWRAH JN.,09:05:00,09:05:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37318,TAK-HWH LOCA,21,HWH,HOWRAH JN.,07:55:00,07:55:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37319,HWH-TAK LOCA,1,HWH,HOWRAH JN.,10:20:00,10:20:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37320,TAK-HWH LOCA,20,HWH,HOWRAH JN.,08:40:00,08:40:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37321,HWH-TAK LOCA,1,HWH,HOWRAH JN.,10:50:00,10:50:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37322,TAK-HWH LOCA,18,HWH,HOWRAH JN.,09:24:00,09:24:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37323,HWH-TAK LOCA,1,HWH,HOWRAH JN.,11:36:00,11:36:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37324,TAK-HWH LOCA,21,HWH,HOWRAH JN.,11:02:00,11:02:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37325,HWH-TAK LOCA,1,HWH,HOWRAH JN.,13:20:00,13:20:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37326,TAK-HWH LOCA,21,HWH,HOWRAH JN.,11:58:00,11:58:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37327,HWH - TAK LO,1,HWH,HOWRAH JN.,13:38:00,13:38:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37328,TAK-HWH LOCA,21,HWH,HOWRAH JN.,12:47:00,12:47:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37329,HWH-TAK LOCA,1,HWH,HOWRAH JN.,14:10:00,14:10:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37330,TAK-HWH LOCA,21,HWH,HOWRAH JN.,13:35:00,13:35:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37331,HWH-TAK LOCA,1,HWH,HOWRAH JN.,15:05:00,15:05:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37332,TAK-HWH LOCA,21,HWH,HOWRAH JN.,14:12:00,14:12:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37333,HWH-TAK LOCA,1,HWH,HOWRAH JN.,16:10:00,16:10:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37334,TAK-HWH LOCA,21,HWH,HOWRAH JN.,15:00:00,15:00:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37335,HWH-TAK LOCA,1,HWH,HOWRAH JN.,17:42:00,17:42:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37336,TAK-HWH LOCA,21,HWH,HOWRAH JN.,15:50:00,15:50:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37337,HWH-TAK LOCA,1,HWH,HOWRAH JN.,18:10:00,18:10:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37338,TAK-HWH LOCA,21,HWH,HOWRAH JN.,16:45:00,16:45:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37339,HWH - TAK LO,1,HWH,HOWRAH JN.,19:05:00,19:05:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37340,TAK-HWH LOCA,21,HWH,HOWRAH JN.,17:43:00,17:43:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37341,HWH-TAK LOCA,1,HWH,HOWRAH JN.,19:50:00,19:50:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37342,TAK-HWH LOCA,21,HWH,HOWRAH JN.,18:40:00,18:40:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37343,HWH-TAK LOCA,1,HWH,HOWRAH JN.,20:05:00,20:05:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37344,TAK-HWH LOCA,21,HWH,HOWRAH JN.,19:42:00,19:42:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37345,HWH-TAK LOCA,1,HWH,HOWRAH JN.,20:40:00,20:40:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37346,TAK-HWH LOCA,21,HWH,HOWRAH JN.,20:28:00,20:28:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37347,HWH-TAK LOCA,1,HWH,HOWRAH JN.,21:15:00,21:15:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37348,TAK-HWH LOCA,21,HWH,HOWRAH JN.,21:05:00,21:05:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37349,HWH-TAK LOCA,1,HWH,HOWRAH JN.,22:05:00,22:05:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37350,TAK-HWH LOCA,21,HWH,HOWRAH JN.,22:35:00,22:35:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37351,HWH-TAK LOCA,1,HWH,HOWRAH JN.,23:00:00,23:00:00,0,HWH,HOWRAH JN.,TAK,TARAKESHWAR
37352,TAK-HWH LOCA,21,HWH,HOWRAH JN.,23:08:00,23:08:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37354,TAK-HWH LOCA,21,HWH,HOWRAH JN.,00:20:00,00:20:00,57,TAK,TARAKESHWAR,HWH,HOWRAH JN.
37361,HWH-ARAMBAGH,1,HWH,HOWRAH JN.,05:10:00,05:10:00,0,HWH,HOWRAH JN.,AMBG,ARAMBAG
37362,ARAMBAGH-HWH,23,HWH,HOWRAH JN.,10:45:00,10:45:00,81,AMBG,ARAMBAG,HWH,HOWRAH JN.
37363,HWH-ARAMBAGH,1,HWH,HOWRAH JN.,09:55:00,09:55:00,0,HWH,HOWRAH JN.,AMBG,ARAMBAG
37364,ARAMBAGH-HWH,23,HWH,HOWRAH JN.,14:40:00,14:40:00,81,AMBG,ARAMBAG,HWH,HOWRAH JN.
37365,HWH-ARAMBAGH,1,HWH,HOWRAH JN.,12:15:00,12:15:00,0,HWH,HOWRAH JN.,AMBG,ARAMBAG
37366,AMBG-HWH LOC,23,HWH,HOWRAH JN.,17:02:00,17:02:00,81,AMBG,ARAMBAG,HWH,HOWRAH JN.
37367,HWH-AMBG LOC,1,HWH,HOWRAH JN.,17:10:00,17:10:00,0,HWH,HOWRAH JN.,AMBG,ARAMBAG
37368,AMBG-HWH LOC,23,HWH,HOWRAH JN.,21:53:00,21:53:00,81,AMBG,ARAMBAG,HWH,HOWRAH JN.
37371,HWH-GOGT LOC,1,HWH,HOWRAH JN.,04:22:00,04:22:00,0,HWH,HOWRAH JN.,AMBG,ARAMBAG
37372,GOGHAT-HWH L,22,HWH,HOWRAH JN.,10:02:00,10:02:00,81,AMBG,ARAMBAG,HWH,HOWRAH JN.
37373,GOGHAT-HW  L,1,HWH,HOWRAH JN.,07:25:00,07:25:00,0,HWH,HOWRAH JN.,AMBG,ARAMBAG
37374,GOGT-HWH LOC,23,HWH,HOWRAH JN.,15:30:00,15:30:00,81,AMBG,ARAMBAG,HWH,HOWRAH JN.
37375,HWH-GOGT LOC,1,HWH,HOWRAH JN.,10:35:00,10:35:00,0,HWH,HOWRAH JN.,AMBG,ARAMBAG
37376,GOGT-HWH LOC,23,HWH,HOWRAH JN.,21:28:00,21:28:00,81,AMBG,ARAMBAG,HWH,HOWRAH JN.
37378,AMBG-HWH LOC,23,HWH,HOWRAH JN.,23:58:00,23:58:00,81,AMBG,ARAMBAG,HWH,HOWRAH JN.
37379,HWH-GOGT LOC,1,HWH,HOWRAH JN.,18:40:00,18:40:00,0,HWH,HOWRAH JN.,AMBG,ARAMBAG
37611,HWH-PDA LOCA,1,HWH,HOWRAH JN.,11:42:00,11:42:00,0,HWH,HOWRAH JN.,PDA,PUNDOOAH
37612,PDA-HWH LOCA,15,HWH,HOWRAH JN.,10:15:00,10:15:00,60,PDA,PUNDOOAH,HWH,HOWRAH JN.
37614,PDA-HWH LOCA,20,HWH,HOWRAH JN.,15:08:00,15:08:00,60,PDA,PUNDOOAH,HWH,HOWRAH JN.
37651,HWH-MYM LOCA,1,HWH,HOWRAH JN.,08:40:00,08:40:00,0,HWH,HOWRAH JN.,MYM,MEMARI
37652,MYM-HWH LOCA,18,HWH,HOWRAH JN.,13:15:00,13:15:00,81,MYM,MEMARI,HWH,HOWRAH JN.
37653,HWH - MYM LO,1,HWH,HOWRAH JN.,11:31:00,11:31:00,0,HWH,HOWRAH JN.,MYM,MEMARI
37654,MYM-HWH LOCA,28,HWH,HOWRAH JN.,15:40:00,15:40:00,81,MYM,MEMARI,HWH,HOWRAH JN.
37655,HWH - MYM LO,1,HWH,HOWRAH JN.,12:45:00,12:45:00,0,HWH,HOWRAH JN.,MYM,MEMARI
37656,MYM-HWH LOCA,28,HWH,HOWRAH JN.,16:52:00,16:52:00,81,MYM,MEMARI,HWH,HOWRAH JN.
37657,HWH-MYM LOCA,1,HWH,HOWRAH JN.,13:43:00,13:43:00,0,HWH,HOWRAH JN.,MYM,MEMARI
37658,MYM-HWH LOCA,28,HWH,HOWRAH JN.,17:55:00,17:55:00,81,MYM,MEMARI,HWH,HOWRAH JN.
37811,HWH- BWN M/L,1,HWH,HOWRAH JN.,04:15:00,04:15:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37812,BWN-HWH LOCA,32,HWH,HOWRAH JN.,05:27:00,05:27:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37813,HWH-BWN LOCA,1,HWH,HOWRAH JN.,05:00:00,05:00:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37814,BWN-HWH LOCA,34,HWH,HOWRAH JN.,06:35:00,06:35:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37815,HWH- BWN M/L,1,HWH,HOWRAH JN.,05:25:00,05:25:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37816,BWN-HWH LOCA,34,HWH,HOWRAH JN.,07:28:00,07:28:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37817,HWH-BWN LOCA,1,HWH,HOWRAH JN.,06:20:00,06:20:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37818,BWN-HWH LOCA,34,HWH,HOWRAH JN.,08:08:00,08:08:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37819,HWH-BWN LOCA,1,HWH,HOWRAH JN.,06:58:00,06:58:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37820,BWN-HWH LOCA,34,HWH,HOWRAH JN.,08:35:00,08:35:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37821,HWH - BWN LO,1,HWH,HOWRAH JN.,08:05:00,08:05:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37822,BWN-HWH LOCA,3,HWH,HOWRAH JN.,08:30:00,08:30:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37823,HWH - BWN LO,1,HWH,HOWRAH JN.,09:00:00,09:00:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37824,BWN-HWH LOCA,28,HWH,HOWRAH JN.,09:17:00,09:17:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37825,HWH-BWN LOCA,1,HWH,HOWRAH JN.,10:05:00,10:05:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37826,BWN-HWH LOCA,22,HWH,HOWRAH JN.,09:50:00,09:50:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37827,HWH - BWN LO,1,HWH,HOWRAH JN.,11:25:00,11:25:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37828,BWN-HWH LOCA,27,HWH,HOWRAH JN.,10:38:00,10:38:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37829,HWH - BWN LO,1,HWH,HOWRAH JN.,12:30:00,12:30:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37830,BWN-HWH LOCA,27,HWH,HOWRAH JN.,11:05:00,11:05:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37831,HWH - BWN LO,1,HWH,HOWRAH JN.,14:20:00,14:20:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37832,BWN-HWH LOCA,34,HWH,HOWRAH JN.,12:40:00,12:40:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37833,HWH - BWN LO,1,HWH,HOWRAH JN.,14:45:00,14:45:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37834,BWN - HWH LO,34,HWH,HOWRAH JN.,13:50:00,13:50:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37835,HWH - BWN LO,1,HWH,HOWRAH JN.,14:46:00,14:46:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37836,BWN-HWH LOCA,34,HWH,HOWRAH JN.,14:46:00,14:46:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37837,HWH-BWN LOCA,1,HWH,HOWRAH JN.,15:30:00,15:30:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37838,BWN - HWH LO,34,HWH,HOWRAH JN.,16:05:00,16:05:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37839,HWH - BWN LO,1,HWH,HOWRAH JN.,16:45:00,16:45:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37840,BWN - HWH LO,34,HWH,HOWRAH JN.,17:35:00,17:35:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37841,HWH-BWN LOCA,1,HWH,HOWRAH JN.,17:30:00,17:30:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37842,BWN - HWH LO,34,HWH,HOWRAH JN.,19:02:00,19:02:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37843,HWH - BWN LO,1,HWH,HOWRAH JN.,17:55:00,17:55:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37844,BWN - HWH LO,22,HWH,HOWRAH JN.,19:48:00,19:48:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37845,HWH - BWN LO,1,HWH,HOWRAH JN.,18:05:00,18:05:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37846,BWN - HWH LO,33,HWH,HOWRAH JN.,19:49:00,19:49:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37847,HWH - BWN LO,1,HWH,HOWRAH JN.,18:35:00,18:35:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37848,BWN-HWH LOCA,34,HWH,HOWRAH JN.,20:20:00,20:20:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37849,HWH - BWN LO,1,HWH,HOWRAH JN.,19:00:00,19:00:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37850,BWN - HWH LO,34,HWH,HOWRAH JN.,20:58:00,20:58:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37851,HWH-BWN LOCA,1,HWH,HOWRAH JN.,19:10:00,19:10:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37852,BWN-HWH MAIN,34,HWH,HOWRAH JN.,22:15:00,22:15:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37853,HWH-BWN LOCA,1,HWH,HOWRAH JN.,20:20:00,20:20:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37854,BWN-HWH NON,34,HWH,HOWRAH JN.,23:12:00,23:12:00,106,BWN,BARDDHAMAN JN.,HWH,HOWRAH JN.
37855,HWH-BWN MAIN,1,HWH,HOWRAH JN.,20:47:00,20:47:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37857,HWH - BWN NO,1,HWH,HOWRAH JN.,22:10:00,22:10:00,0,HWH,HOWRAH JN.,BWN,BARDDHAMAN JN.
37911,HWH-KWAE LOC,1,HWH,HOWRAH JN.,05:38:00,05:38:00,0,HWH,HOWRAH JN.,KWAE,KATWA JN.
37912,KWAE-HWH LOC,41,HWH,HOWRAH JN.,07:00:00,07:00:00,144,KWAE,KATWA JN.,HWH,HOWRAH JN.
37913,HWH - KWAE L,1,HWH,HOWRAH JN.,08:00:00,08:00:00,0,HWH,HOWRAH JN.,KWAE,KATWA JN.
37914,KWAE-HWH LOC,29,HWH,HOWRAH JN.,08:43:00,08:43:00,144,KWAE,KATWA JN.,HWH,HOWRAH JN.
37915,HWH - KWAE L,1,HWH,HOWRAH JN.,10:00:00,10:00:00,0,HWH,HOWRAH JN.,KWAE,KATWA JN.
37916,KWAE-HWH LOC,31,HWH,HOWRAH JN.,09:25:00,09:25:00,144,KWAE,KATWA JN.,HWH,HOWRAH JN.
37917,HWH - KATWA,1,HWH,HOWRAH JN.,12:10:00,12:10:00,0,HWH,HOWRAH JN.,KWAE,KATWA JN.
37918,KWAE-HWH LOC,44,HWH,HOWRAH JN.,10:20:00,10:20:00,144,KWAE,KATWA JN.,HWH,HOWRAH JN.
37919,HWH - KATWA,1,HWH,HOWRAH JN.,14:30:00,14:30:00,0,HWH,HOWRAH JN.,KWAE,KATWA JN.
37920,KWAE-HWH LOC,30,HWH,HOWRAH JN.,10:55:00,10:55:00,144,KWAE,KATWA JN.,HWH,HOWRAH JN.
37921,HWH - KATWA,1,HWH,HOWRAH JN.,17:05:00,17:05:00,0,HWH,HOWRAH JN.,KWAE,KATWA JN.
37922,KWAE-HWH LOC,44,HWH,HOWRAH JN.,14:05:00,14:05:00,144,KWAE,KATWA JN.,HWH,HOWRAH JN.
37923,HWH - KATWA,1,HWH,HOWRAH JN.,18:00:00,18:00:00,0,HWH,HOWRAH JN.,KWAE,KATWA JN.
37924,KWAE-HWH LOC,30,HWH,HOWRAH JN.,18:08:00,18:08:00,144,KWAE,KATWA JN.,HWH,HOWRAH JN.
37925,HWH - KATWA,1,HWH,HOWRAH JN.,19:25:00,19:25:00,0,HWH,HOWRAH JN.,KWAE,KATWA JN.
37926,KWAE-HWH LOC,44,HWH,HOWRAH JN.,18:48:00,18:48:00,144,KWAE,KATWA JN.,HWH,HOWRAH JN.
37927,HWH - KATWA,1,HWH,HOWRAH JN.,20:30:00,20:30:00,0,HWH,HOWRAH JN.,KWAE,KATWA JN.
37928,KWAE-HWH LOC,40,HWH,HOWRAH JN.,22:42:00,22:42:00,144,KWAE,KATWA JN.,HWH,HOWRAH JN.
38051,HWH HLZ LOCA,1,HWH,HOWRAH JN.,06:05:00,06:05:00,0,HWH,HOWRAH JN.,HLZ,HALDIA
38052,HLZ HWH LOCA,26,HWH,HOWRAH JN.,09:20:00,09:20:00,139,HLZ,HALDIA,HWH,HOWRAH JN.
38053,HWH HLZ LOCA,1,HWH,HOWRAH JN.,09:35:00,09:35:00,0,HWH,HOWRAH JN.,HLZ,HALDIA
38056,HLZ HWH  LOC,20,HWH,HOWRAH JN.,18:02:00,18:02:00,137,HLZ,HALDIA,HWH,HOWRAH JN.
38057,HWH HLZ LOCA,1,HWH,HOWRAH JN.,18:00:00,18:00:00,0,HWH,HOWRAH JN.,HLZ,HALDIA
38058,HLZ HWH LOCA,26,HWH,HOWRAH JN.,20:50:00,20:50:00,139,HLZ,HALDIA,HWH,HOWRAH JN.
38103,HWH ULB LOCA,1,HWH,HOWRAH JN.,07:02:00,07:02:00,0,HWH,HOWRAH JN.,ULB,ULUBARIA
38104,ULB HWH LOCA,13,HWH,HOWRAH JN.,09:18:00,09:18:00,32,ULB,ULUBARIA,HWH,HOWRAH JN.
38105,HWH ULB LOCA,1,HWH,HOWRAH JN.,08:27:00,08:27:00,0,HWH,HOWRAH JN.,ULB,ULUBARIA
38106,ULB HWH LOCA,13,HWH,HOWRAH JN.,10:50:00,10:50:00,32,ULB,ULUBARIA,HWH,HOWRAH JN.
38108,ULB-HWH SUB,13,HWH,HOWRAH JN.,19:08:00,19:08:00,32,ULB,ULUBARIA,HWH,HOWRAH JN.
38202,BZN - HWH SU,16,HWH,HOWRAH JN.,08:42:00,08:42:00,45,BZN,BAGNAN,HWH,HOWRAH JN.
38204,BZN HWH LOCA,16,HWH,HOWRAH JN.,09:37:00,09:37:00,45,BZN,BAGNAN,HWH,HOWRAH JN.
38302,MCA-HWH LOCA,20,HWH,HOWRAH JN.,04:35:00,04:35:00,58,MCA,MECHEDA,HWH,HOWRAH JN.
38303,HWH MCA LOCA,1,HWH,HOWRAH JN.,07:35:00,07:35:00,0,HWH,HOWRAH JN.,MCA,MECHEDA
38304,MCA HWH LOCA,20,HWH,HOWRAH JN.,05:20:00,05:20:00,58,MCA,MECHEDA,HWH,HOWRAH JN.
38306,MCA - HWH LO,20,HWH,HOWRAH JN.,06:05:00,06:05:00,58,MCA,MECHEDA,HWH,HOWRAH JN.
38307,HWH MCA LOCA,1,HWH,HOWRAH JN.,12:30:00,12:30:00,0,HWH,HOWRAH JN.,MCA,MECHEDA
38308,MCA-HWH LOCA,20,HWH,HOWRAH JN.,07:45:00,07:45:00,58,MCA,MECHEDA,HWH,HOWRAH JN.
38312,MCA HWH LOCA,20,HWH,HOWRAH JN.,11:25:00,11:25:00,58,MCA,MECHEDA,HWH,HOWRAH JN.
38314,MCA HWH LOCA,20,HWH,HOWRAH JN.,15:05:00,15:05:00,58,MCA,MECHEDA,HWH,HOWRAH JN.
